{0}	Approved ForRelease 200 IA-RDP80B010&3A000100120014-7 FOR: TEROIEH: SUBJECT : May 1962 Deputy Director (Intelligence ) Assistant Director for National Estimates Military Geography as Essential Intelligence for Counterinsurgency I-EIB-D-63.6/1, dated 30 April 1962, subject: Intelligence Required for Counterinsurgency I. The JCS memorandurn that forms the main substantive content of IEIB-D-63.6/1 purports to indicate "the essential elements of information relating to any country or area in which an insurgency or incipient insurgency exists . It makes no mention, however, of physical environmental factors as essential elements of inforrnation required for counterinsurgency progranming and operations . 2. We assume that this gap can only be the result of an unintentional oversight on the part of the drafters of the JCS memorandum. The experiences of counterinsurgency operations in Malaya, the Philippines, and currently in Laos and South Vietnam, provide ample evidence of the essentiality of information concerning terrain, natural vegetation, climatic conditions, settlement patterns , and other elements of the environment for counterinsurgency actions . 3. It is recormended that when the reference paper is considered by IEIB, a proposal be submitted to add to the JCS-proposed list of Essential Elements of Information for Counterinsurgency Actions the following item: What are the characteristics of the significant physical environmental factors of the country that must be Imown for the conduct of counterinsurgency FOR ASSISTÆE DIRECTOR, RESEARCH AND REPORTS: DIA review(s) completed. C Enclosure : Referenced Document 25X1 JÆ„ES A. BRÆ.MELL ef, Geographic Research Approved For Release -R GROUP 1 Exc\ådcd P80B0108-3A 00100120014-7
{0}	Approved For Release 2005104122 • . CIA-RDP80B01083A000100120014-7 6-8 (U) Intel-ilaeoee Reqalmd far Aeti— 5 • Inteliieæoe for far Activities, ot for He DIR, A, to coulåer the 118t iD • Intelligence be aniloa to a 39 (CI) it u oe (GI) (ins to for (N B). C) letter to lint ot ue cætrlu D) be Rm.iü dso eq t.o E). •ceor oe eat—I in are Approved For Release 2005/04/22 : CIA-RDP80B01083A000100120014-7
{0}	Approved For Release 2005/04/22 : CIA-RDP80é01083A000100120014-7 I 'c not yet. been a". i.nt.eret; thoae unt aro are yearc ow '#ven by tbe to 2 ncreagc I a bagtc b' thc rev Dot u ach«.hüed. It be to —Itie. to yet me intai.i1Fseo ecnEtty 18 500) to buic It to mat. reextr•ecnt• of in Btr•t.eoc (2) ot Cbe Emd.Ü linted bave beel eC Ectlmtes (ax the a*oifiß ot been or of tbe ear U in fvr (3) Sime VIII u.itlmte.iy eoliea±l« Nga.iræta if cxIDt, it az•ropr1Ate to üert to f-n this intenst. a of to the 1.3 each ot 29 Dixeetor, Du mmlob a .et..l— to U 2 Approved For Release 2005/04/22 : CIA-RDP80B01083A000100120014-7
{0}	Approved For Release 2005/04/22 : CIA-RDP80B01083A000100120014-7 A. mwegt the —tW to to uct thig In . C. Dimctæ to of 39 l.m the D. Dn U & the in— 6. ur rome ail bell«e be Approved For Release 2005/04/22 : CIA-RDP80B01083A000100120014-7
{0}	Approved*or Release 2005/04/22 : CIA-RDP80BT083A000100120014-7 10 110 lv. PROBLW A 0 eurposes of B. Termino logy Paper" 0 0 9 c e Scope of Paper: Tyree SITUAT.10ß AND of Ingurgency A. The Situation. 0 00 0 c' The Caugcs of !ngurgeney 1%reat DcctxiRte and Tactics THE US POLICY US Policy and 'Rnwerd Modernizing Societies. . The US Intercot {n Inzernal Defense US Counteæineurgency Objectives ÆNERALIZED COFCEYx' FOR m:pwnENT RESOURCES 0 0 . Ao The Local Problem B. The US Problem. . C0 A Generalized Concept Operationa 00 of US Joine 0 00 0 0 o US 0 0 0 o 0 0 0 0 0 o o o STRATEGIC DCCTR1ü o o c' 0 00 0 go 00 The Breed US Puxpoe,ae , 0 • The US Ponture Toward Ingurgencyo DO IO Jo US Invo] vey.mnt in CemeuüißtmPireccea Ingurgancy. The Critical Sectora. . 0 Intervention vs. Cooperative involve- tncnt, The Ultimata a • 00 Counter- idc:az and Countecv•Organizationg Strategic Asg;i.grcnontg (Roleg and Missions Offensiva Countermeasure3 Againgt Type Aggro$ß.f.sn . . 0 Thc Role of Allies and international Organizations . Unreuoived Bcct:rincl Iggueæ . 0 0 Vila OPERATIONAL DOCTULÆE: or VIZIO ROLES AND 0 0 c 260570422: dlA2RÖPéOd01å8äA0000h06126014-7 1 1 2 3 5 5 6 10 13 13 15 16 17 18 19 20 23 23 28 31 34 40 41 42 43 50 50 50 51 51 51
{0}	Approved*or Release 2005/04/22 : CIA-RDP80BT083A000100120014-7 SECRET DRAIQ S/P:5/6/62 GENERAL US DOCTRINE .C.æYAL To (a) provide a generalized •:oncept•, and the accompanying nan— technical doctrinal guidance, Ear the employment of US gourcee eo prevent and defeat Comtnun.\-ae- directed Ingurgency Io the less developed world, and (b) delineate the role* and relationghip of the executive agencies of the US Government: partment8 of State and Defenee (.jCS), AID ü CIA, USIA) which engaged in meeting thiB eleraent of the Cow:aunißt threat Co US intereet8. 11 G A. PURPOSES 0? PAPER IWRODÜCTI.ON The Basic National Security Peper (BN3F) US policy and objectives toward the underdeveloped world but: doe8 not exm pllcitly fill the gap bet:ween policy end applied action i.n the field of counteringurgency, I.e. , the doctrinal gap of a body of '0Fking principles intended as guides for translating policy into purposeful action. A purpose SECRET Approved For Release 2005/04/22 : CIA-RDP80B01083A000100120P4-7
{0}	ApproveGor Release 2005/04/22 : CIA-RDP80Bm083A000100120014-7 SECRET -2- A purpose of this paper is to fill eh18 gap ingofar as poe- dble (we are noe yet In a position .to be dopatic in a field of as many variables a8 counterinsurgency) A second purpoge is to give general doctrinal guidance to US activities and to define, insofar as possible, operational roles and miB8ionø for Che arm8 of US policy which cope with insurgency. These of necessity must be empirical undertakings. It 18 easier to settle on policy Chan to devise doctrinal guidance on how to execute But a beginning must be made and certain dact are evident. Others will doubtless appear as we get on Edtb the tasks which lie ahead. B, TEmd1NOLOGY Counterinsurgency and internal defense are uged inter- changeably in this paper, each to mean the entire range of strategic and tactical responges to any form of subversive political activity, agitation, civil rebellion, revol e, or Insurrection de— signed eo weaken and/or overthrow an existing government or oc— cupying power which the United State8 supports. Conversely, insurgency 18 algo used as a word—of—art to cover the entire 8pecttum of subversive activity, including armed in8urreceion, aimed at overthrowing a friendly government supported by us. Insurgency thus doeg noe include political opposition con— ducted con8titutiona1 norms but does include incipient or latent SECRET Appnved For Release 2005/04/22 : CIA-RDP80B01083A000100120014-7,
{0}	Approved-Por Release 2005/04/22 : CIA-RDP80BT083A000100120014-7 SECRET -3- latenc dissidence susceptible of unconstitutional expression or inimical manipulation. Internal defense is used throughout a8 roughly synonymous with internal security and ig believed to be a preferable usage to either counterinsurgency or to internal security for two reasons : It iJ more psychologically palatable abroad, and it contains more pooitive connotations of the tctaliey of the national effort r. quired to safeguard the modernization process against the inroads of Comuni8m or other forms of inimical extremlgm. Internal war 18 used throughout in its broad connotation and also as a synonym for the usage of "varg of national liberation. aggression is intended to mean the gending of unin- viced arms and men acr088 International boundaries and the direction of internal (guerrilla) war from outside a sovereiBi state (e.g. , the current activities of North Vietnan against South Vietnam and IZ08) Throughout, ali uses of the termg underdeveloped or legg de— veloped world or nations, or modernizing or transitional societies, refers to free world areas aa oppoaed to countries modernizing under the model. C.. SCOPE PAPER: TYPES OF INSURGENCY This paper by definition concentrates on Communist—directed insurgency and insurgency which might furnish Communist foothold3. Ie io Aéproved For Release 2005/04/22 : CIA-RDP80B01083AP00100120014-7
{0}	Approvedtor Release 2005/04/22 : CIA-RDP80Bm83A000100120014-7 SECRET It 18 nevertheless important to bear in mind that Coanunlgee directed insurgency 18 only one of four eypeo of insurgency which affect US interests toward modernizing societies. The other three types are theae : 1. Insurgenqy which 18 whollv national In ori%in and oupport. Here the US interest lies in remaining aloof; or in covertly em- ploying our resources to deny Coanunict or inimical foreign support of the Insurgency; or, if we do not support the government, in covertly a88i8ting the ingurgents. 2. Inimical non—Commun13t forei8n— supported Insurgency (e.g. , Arab pressures on Israel, Indian support of Nepalese ingurgents, or Rhode8ian support of Ratangan mercenaries) . 3. Foreign and/or US —gupported insurgency In pursuit of US intare8t8. Insurgency in all its forms thus affects US objectives for good or bad, depending on its origins, Intensity, purposeg, and leadership. This paper proceeds on the agotnptions that Communi8t— directed insurgency is the begic threat to US objectives throughout the tmderdeveloped world in the 1960's; and that when Insurgency is inspired, directed, or captured by Comunigm or Its proxies, It will invariably challenge US intereges and generally require the application of US resources in conjunction witb those of t:he eoclety under attack. 1110 The Situation SECRrr For Release 2005/04/22 : CIA-RDP80B01083AD0010012001477
{0}	Approved-For Release 2005/04/22 : CIA-RDP80B*83A000100120014-7 ST?CPET 111. 'THE SITIJATION AND THE THREAT Doctrine on: counteringurgency must begin by considering the reaoon8 why the underdevel"ped world is vulnerable eo ingurgency, the role of insurgency in Connuni8t geretegy, and the threat which Comunigt—directed Ingurgency poseg to US and free world interegcg. A. SITUATION The central forces at work and juxerapoged In varying degrees of Intenglty throughoue the underdeveloped world are (a) the stresses and of the modernization procegæ—the revolutionary break8 with Cho traditional page and the uncertain and uneven proge ress toward new and more modern forms of political, gocial, and economic organization; and (b) the contest between Cotnunigm and the Free World generally for primary influence over the direction and outcome of the modernization process . It iß central to our problem that modernization generates targeto af exploitable Commmlßt opportunity and that all develop— ing countr1e8 are therefore susceptible to gubversion and insurgency in varying degree. Diggidence, digestlafaction, and disequilibrium are the minimum concomitants of a modernizing goc±ety., especially a looeely— etructured society with weak govern— mental :Lnßtitutione. Theu are the vulnerabilities of modernizing gocieties on which Camunism and other enemies of controlled revolueionary progregg prey In an effort to subvert and redirect modernization to their Approved For Release 20wo«e•: CIA-RDP80B01083A000100120014-7
{0}	Approvedför Release 29±19442 : CIA-RDP80BOt083A000100120014-7 Co their purposes. Furthermore, exerts appeals eo certain innovatora and Intelleccualß within the new countries: it repregenes a proven route Co modernization If human liberties and want3 are dieregarded. In gome areas the threat of insurgency active (e.g., Laog, Vietnam, Colombia) ; in other3 13 (e.g., Northeast Thailand, Northeaae Brazil, Bolivia, Guatemala, Venezuela); and elset•here It Is and will remain at leagt latent until each moderne- Izi.ng nation develope a firm national unity, a popular consensus in support of the general purpose3 and direction of the national government, and a capability to defend itself internally. Each modernizing society ig to 3cæe extent unique in its culture, origins, structure, aspirationa and progress totterd modernity. It therefore difficult to grnerallze on the modernization proceas: it muse be 8tudied in the geographic, ethnic and political context of the Individual society. Yet: certain generalizations bearing on the causes of incurgeacy can øafely be ventured. B. 'Cæ CAUSES C? INSURGENCY All ingurgency, to gucceed, müot have an active indigenous base and gome form of political direction and structure; and advanced Btageg of insurgency will have both an active dmegeic bage of popular gupport and a politiccpmllitaz-y structure, Leo, a proto— government in opposition to the central government which either competes with it for guppore or reoi8tg its writ: (e.g., Laos, South Vietnam, Colombia) . Insurgency ig SECRET Approved For Release 2005/04/22 : CIA-RDP80B01083A000100120014v7, ;eCc,
{0}	Approveeeor Release 2005/04/22 : CIA-RDP80Ben83A000100120014-7 SECRYR Ingurgency 13 grounded In the allegiances and aecitudes of people within a modernizing gocieey. Ite origi.n8 are domestic and its gupport mugt remain largely domestic if it to succeed without reaore to large— geale foreign support of a type which could change its character and scale. The ceuaeo of Insurgency ace there— fore really the inadequacieø of the local government to requite, contain or remove popular or claw diggatigfactions released breaking from the traditional mold and social 8 tructure. In the Interim between Bhatcezing ebe old mold and consolidating a viable modern State of popularly accepted and supported inatituclonal strength, the modernizing state exposeg Ite vulnerability to ingurgency most acutely. Poutica.ny and a typical transitlonel eocieey will exhibit many of thege divisive forces and attitudea at work: Deep rifts between the urban centerg and the rural raaggeo, complicated by an es8eneia1 lack of cotmnunlcaeioa between the central government and the countryside; lack of gocial cohesion stemming from Inequities of tbe old class 8tructure and often exacerbated by racial problems, social discrimination, and religious differenceg; mass illiteracy but, nonethelesg, the din ßtirt1Qß6 Of hope among the underprivileged Eoz a better life and greater participation in the goclety; an inadequate educational Bystem; weak governmental inotituticn8 and administrative capacities, an inadequate civil bureaucracy, and political leaderø; a government which 18 not or cannot be, adequately reopongive to the agpiraeioag of Approved For Release 2005/04/22 : CIA-RDP80B01083A000100120014-7
{0}	ApprovedFor Release aspirations of the people; a political proceea In which the military are the ultimate arbiters of power, often leegue with the traditional oligarchs; fragmented political partieø, which complicate Che formation of atable governmentg and the functioning of representative {n3titut10ng; nc fitm sense of purpose, direction or achie e-nent; a frugeraeed end articulate segncne of the youth and liberal intelligent81a (often foreignQ cdl!ccted) which aopireg to mcrz• zadicnl golutlona to speed modernization; a developing middle clac3 which cannot yee control the political procegg and extremeo of Righe and Left which conteat its rige to political and economic power. the aociety i*ay exhibit thege divieive foreeg and attitudea : Widespread poverty and an {.c distribution of wealth and inccme; an inadequate oysten Gf tenure and agricultural prcduction» little progreca toward land reform or the developxaeat of a sturdy peasantry; an inadequate and unbalanced Induetriel structure with no coherent plan for economic growth which will confer equitable tocial benefits; inadequate economic and social infreseructure; inadequate ability to mobilize cloneat' resources or to marshal and ren invest savings; balance of paymenCs difficultlea; overdependence on exports of primary products; diaaatisfaccion with foreign private i-nvoaanent yet great dependence on foreign capital asgigtance for economic growth; inadequate urban housing, especially lowcost housing; an inadequate tax and tax collection sygt:em; an unhealthy concentration of wealth Äöp•roved F&Release 2005 0412 : CIA-RDP80B01083A000100120014-7•
